"Quarter","HB","HBQF","HBName","HBNameQF","ADPName","ADPNameQF","ServiceType","ServiceTypeQF","SubstanceType","SubstanceTypeQF","NumberOfReferrals","PercentageOfReferrals"
"Q1 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Hospital-based service","","All","d",636,70.903
"Q1 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Prison-based service","","All","d",21,1.877
"Q2 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Community-based service","","All","d",955,9.012
"Q2 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Hospital-based service","","All","d",660,68.465
"Q2 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Prison-based service","","All","d",17,1.677
"Q3 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Community-based service","","All","d",870,8.621
"Q3 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Hospital-based service","","All","d",441,64.192
"Q3 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Prison-based service","","All","d",19,2.191
"Q4 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Community-based service","","All","d",1000,9.772
"Q4 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Hospital-based service","","All","d",442,71.061
"Q4 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Prison-based service","","All","d",15,1.901
"Q4 2023/2024","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Community-based service","","Co-dependency","",225,16.304
"Q4 2023/2024","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Hospital-based service","","Co-dependency","",96,60.759
"Q4 2023/2024","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Prison-based service","","Co-dependency","",1,0.769
"Q1 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Community-based service","","Co-dependency","",228,15.922
"Q1 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Hospital-based service","","Co-dependency","",95,79.832
"Q1 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Prison-based service","","Co-dependency","",0,0
"Q2 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Community-based service","","Co-dependency","",201,13.872
"Q2 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Hospital-based service","","Co-dependency","",108,72
"Q2 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Prison-based service","","Co-dependency","",1,0.69
"Q3 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Community-based service","","Co-dependency","",193,14.119
"Q3 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Hospital-based service","","Co-dependency","",57,66.279
"Q3 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Prison-based service","","Co-dependency","",0,0
"Q4 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Community-based service","","Co-dependency","",215,15.625
"Q4 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Hospital-based service","","Co-dependency","",57,72.152
"Q4 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Prison-based service","","Co-dependency","",0,0
"Q4 2023/2024","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Community-based service","","Drug","",305,7.646
"Q4 2023/2024","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Hospital-based service","","Drug","",94,61.039
"Q4 2023/2024","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Prison-based service","","Drug","",11,1.513
"Q1 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Community-based service","","Drug","",312,8.455
"Q1 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Hospital-based service","","Drug","",90,66.667
"Q1 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Prison-based service","","Drug","",21,2.344
"Q2 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Community-based service","","Drug","",295,7.725
"Q2 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Hospital-based service","","Drug","",76,67.257
"Q2 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Prison-based service","","Drug","",16,1.937
"Q3 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Community-based service","","Drug","",279,7.472
"Q3 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Hospital-based service","","Drug","",65,63.725
"Q3 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Prison-based service","","Drug","",19,2.714
"Q4 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Community-based service","","Drug","",332,8.635
"Q4 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Hospital-based service","","Drug","",65,72.222
"Q4 2024/2025","S08000032","","NHS Lanarkshire","","North Lanarkshire ADP","","Prison-based service","","Drug","",15,2.385
"Q4 2023/2024","S08000025","","NHS Orkney","","Orkney Islands ADP","","Community-based service","","Alcohol","",11,0.198
"Q1 2024/2025","S08000025","","NHS Orkney","","Orkney Islands ADP","","Community-based service","","Alcohol","",6,0.115
"Q2 2024/2025","S08000025","","NHS Orkney","","Orkney Islands ADP","","Community-based service","","Alcohol","",14,0.263
"Q3 2024/2025","S08000025","","NHS Orkney","","Orkney Islands ADP","","Community-based service","","Alcohol","",11,0.22
"Q4 2024/2025","S08000025","","NHS Orkney","","Orkney Islands ADP","","Community-based service","","Alcohol","",10,0.2
"Q4 2023/2024","S08000025","","NHS Orkney","","Orkney Islands ADP","","Community-based service","","All","d",11,0.101
"Q1 2024/2025","S08000025","","NHS Orkney","","Orkney Islands ADP","","Community-based service","","All","d",10,0.097
"Q2 2024/2025","S08000025","","NHS Orkney","","Orkney Islands ADP","","Community-based service","","All","d",18,0.17
"Q3 2024/2025","S08000025","","NHS Orkney","","Orkney Islands ADP","","Community-based service","","All","d",17,0.168
"Q4 2024/2025","S08000025","","NHS Orkney","","Orkney Islands ADP","","Community-based service","","All","d",13,0.127
"Q4 2023/2024","S08000025","","NHS Orkney","","Orkney Islands ADP","","Community-based service","","Co-dependency","",0,0
"Q1 2024/2025","S08000025","","NHS Orkney","","Orkney Islands ADP","","Community-based service","","Co-dependency","",1,0.07
"Q2 2024/2025","S08000025","","NHS Orkney","","Orkney Islands ADP","","Community-based service","","Co-dependency","",3,0.207
"Q3 2024/2025","S08000025","","NHS Orkney","","Orkney Islands ADP","","Community-based service","","Co-dependency","",2,0.146
"Q4 2024/2025","S08000025","","NHS Orkney","","Orkney Islands ADP","","Community-based service","","Co-dependency","",0,0
"Q4 2023/2024","S08000025","","NHS Orkney","","Orkney Islands ADP","","Community-based service","","Drug","",0,0
"Q1 2024/2025","S08000025","","NHS Orkney","","Orkney Islands ADP","","Community-based service","","Drug","",3,0.081
"Q2 2024/2025","S08000025","","NHS Orkney","","Orkney Islands ADP","","Community-based service","","Drug","",1,0.026
"Q3 2024/2025","S08000025","","NHS Orkney","","Orkney Islands ADP","","Community-based service","","Drug","",4,0.107
"Q4 2024/2025","S08000025","","NHS Orkney","","Orkney Islands ADP","","Community-based service","","Drug","",3,0.078
"Q4 2023/2024","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Community-based service","","Alcohol","",111,1.997
"Q4 2023/2024","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Prison-based service","","Alcohol","",2,3.704
"Q1 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Community-based service","","Alcohol","",109,2.088
"Q1 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Prison-based service","","Alcohol","",2,3.571
"Q2 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Community-based service","","Alcohol","",103,1.933
"Q2 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Prison-based service","","Alcohol","",1,2.326
"Q3 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Community-based service","","Alcohol","",91,1.823
"Q3 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Prison-based service","","Alcohol","",5,10.204
"Q4 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Community-based service","","Alcohol","",89,1.776
"Q4 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Prison-based service","","Alcohol","",8,21.053
"Q4 2023/2024","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Community-based service","","All","d",164,1.501
"Q4 2023/2024","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Prison-based service","","All","d",74,8.123
"Q1 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Community-based service","","All","d",159,1.537
"Q1 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Prison-based service","","All","d",96,8.579
"Q2 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Community-based service","","All","d",142,1.34
"Q2 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Prison-based service","","All","d",82,8.087
"Q3 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Community-based service","","All","d",131,1.298
"Q3 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Prison-based service","","All","d",82,9.458
"Q4 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Community-based service","","All","d",130,1.27
"Q4 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Prison-based service","","All","d",74,9.379
"Q4 2023/2024","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Community-based service","","Co-dependency","",1,0.072
"Q4 2023/2024","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Prison-based service","","Co-dependency","",1,0.769
"Q1 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Community-based service","","Co-dependency","",8,0.559
"Q1 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Prison-based service","","Co-dependency","",5,2.994
"Q2 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Community-based service","","Co-dependency","",7,0.483
"Q2 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Prison-based service","","Co-dependency","",1,0.69
"Q3 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Community-based service","","Co-dependency","",6,0.439
"Q3 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Prison-based service","","Co-dependency","",1,0.847
"Q4 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Community-based service","","Co-dependency","",4,0.291
"Q4 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Prison-based service","","Co-dependency","",3,2.459
"Q4 2023/2024","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Community-based service","","Drug","",52,1.304
"Q4 2023/2024","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Prison-based service","","Drug","",71,9.766
"Q1 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Community-based service","","Drug","",42,1.138
"Q1 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Prison-based service","","Drug","",89,9.933
"Q2 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Community-based service","","Drug","",32,0.838
"Q2 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Prison-based service","","Drug","",80,9.685
"Q3 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Community-based service","","Drug","",34,0.911
"Q3 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Prison-based service","","Drug","",76,10.857
"Q4 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Community-based service","","Drug","",37,0.962
"Q4 2024/2025","S08000030","","NHS Tayside","","Perth & Kinross ADP","","Prison-based service","","Drug","",63,10.016
"Q4 2023/2024","S08000031","","NHS Greater Glasgow & Clyde","","Renfrewshire ADP","","Community-based service","","Alcohol","",318,5.723
"Q4 2023/2024","S08000031","","NHS Greater Glasgow & Clyde","","Renfrewshire ADP","","Hospital-based service","","Alcohol","",39,6.142
"Q1 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","Renfrewshire ADP","","Community-based service","","Alcohol","",288,5.516
"Q1 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","Renfrewshire ADP","","Hospital-based service","","Alcohol","",35,5.443
"Q2 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","Renfrewshire ADP","","Community-based service","","Alcohol","",228,4.278
"Q2 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","Renfrewshire ADP","","Hospital-based service","","Alcohol","",48,6.847
"Q3 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","Renfrewshire ADP","","Community-based service","","Alcohol","",249,4.989
"Q3 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","Renfrewshire ADP","","Hospital-based service","","Alcohol","",29,5.812
"Q4 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","Renfrewshire ADP","","Community-based service","","Alcohol","",231,4.609
"Q4 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","Renfrewshire ADP","","Hospital-based service","","Alcohol","",5,1.104
"Q4 2023/2024","S08000031","","NHS Greater Glasgow & Clyde","","Renfrewshire ADP","","Community-based service","","All","d",469,4.293
"Q4 2023/2024","S08000031","","NHS Greater Glasgow & Clyde","","Renfrewshire ADP","","Hospital-based service","","All","d",56,5.913
"Q1 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","Renfrewshire ADP","","Community-based service","","All","d",418,4.041
"Q1 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","Renfrewshire ADP","","Hospital-based service","","All","d",44,4.905
"Q2 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","Renfrewshire ADP","","Community-based service","","All","d",357,3.369
"Q2 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","Renfrewshire ADP","","Hospital-based service","","All","d",60,6.224
"Q3 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","Renfrewshire ADP","","Community-based service","","All","d",359,3.557
"Q3 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","Renfrewshire ADP","","Hospital-based service","","All","d",40,5.822
"Q4 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","Renfrewshire ADP","","Community-based service","","All","d",347,3.391
"Q4 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","Renfrewshire ADP","","Hospital-based service","","All","d",5,0.804
"Q4 2023/2024","S08000031","","NHS Greater Glasgow & Clyde","","Renfrewshire ADP","","Community-based service","","Co-dependency","",45,3.261
"Q4 2023/2024","S08000031","","NHS Greater Glasgow & Clyde","","Renfrewshire ADP","","Hospital-based service","","Co-dependency","",4,2.532
"Q1 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","Renfrewshire ADP","","Community-based service","","Co-dependency","",49,3.422
"Q1 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","Renfrewshire ADP","","Hospital-based service","","Co-dependency","",3,2.521
"Q2 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","Renfrewshire ADP","","Community-based service","","Co-dependency","",56,3.865
